60,7
38,6
62,9
29,22
31,14
68,23
64,13
21,3
20,12
36,12
36,24
34,8
24,20
22,3
60,24
40,7
64,6
13,7
64,27
25,17
39,24
35,23
47,24
36,12
19,20
30,20
28,4
5,14
63,21
51,15
60,8
17,24
48,11
28,3
42,5
38,17
60,21
26,12
47,14
6,11
39,11
13,13
59,15
8,19
22,13
52,13
63,7
5,21
34,14
78,27
52,26
32,20
50,19
35,21
20,5
51,20
33,20
65,23
26,12
66,23
41,15
26,14
22,9
24,21
68,13
30,15
42,4
26,10
44,21
50,13
42,23
28,20
51,15
22,16
32,12
39,12
17,12
29,12
59,16
29,10
54,12
66,4
42,9
51,8
22,26
27,11
2,22
13,8
17,20
9,21
74,7
57,9
23,21
20,6
53,17
28,13
52,20
46,9
40,8
62,16
60,11
18,28
41,25
13,2
21,8
9,4
14,7
29,10
28,21
23,12
21,15
64,21
57,12
12,6
65,2
60,1
4,13
8,16
44,6
41,14
28,6
22,26
65,4
28,10
37,21
41,6
53,4
50,7
10,8
60,18
42,22
0,7
45,9
28,20
63,25
37,29
72,23
30,25
20,2
59,8
79,9
41,2
60,9
32,10
63,20
36,16
51,23
17,6
47,9
51,11
16,18
54,8
18,23
44,7
58,21
25,18
56,7
8,21
12,9
63,23
25,8
43,29
48,23
49,20
33,17
61,6
0,18
34,20
65,22
40,21
40,7
19,22
24,20
19,5
54,17
24,8
16,23
16,8
31,15
51,10
52,8
66,17
18,7
70,11
46,6
4,22
27,15
42,19
16,24
58,23
11,11
52,5
48,15
3,16
34,13
21,4
54,9
23,10
25,19
59,20
45,22
33,16
47,25
61,27
18,21
32,16
43,9
10,16
51,2
37,21
19,1
2,12
31,18
33,6
30,21
62,29
57,13
44,24
35,14
7,11
24,11
43,25
60,4
59,21
44,6
68,26
22,24
78,21
66,18
13,18
33,11
51,4
44,9
22,14
49,23
50,7
66,10
48,5
18,13
32,12
20,12
24,11
20,8
32,18
8,7
48,20
26,9
16,9
51,8
26,27
47,4
55,25
19,26
9,19
25,10
47,4
23,22
16,23
44,6
38,6
73,9
78,11
58,10
7,3
62,12
24,27
17,27
17,25
51,10
39,18
8,27
23,4
12,12
24,16
32,14
74,2
51,27
78,17
6,22
69,20
22,9
52,24
36,9
11,14
19,4
8,12
50,7
40,5
30,14
52,6
47,8
7,19
65,11
55,16
25,20
27,26
20,6
14,27
29,18
37,13
43,18
44,12
8,4
56,14
54,14
24,17
24,14
44,12
50,8
23,13
74,13
21,20
44,21
26,16
80,20
8,2
41,4
28,9
42,0
37,20
27,6
21,19
32,17
43,12
74,27
69,9
32,13
68,8
46,8
68,7
36,13
26,29
24,28
40,24
41,18
54,22
25,12
5,24
61,8
69,2
5,19
23,8
8,26
29,7
39,11
51,18
64,17
16,14
21,22
29,13
62,20
75,20
19,16
35,12
21,21
52,21
33,23
48,14
61,27
21,3
21,3
54,22
56,10
16,12
53,16
45,16
50,19
8,12
38,15
31,16
62,16
11,13
29,17
12,18
16,20
71,6
15,13
49,4
44,13
5,4
72,18
41,10
40,10
39,26
42,8
Writing this to a file.
