40,67
48,86
72,69
29,2
21,34
108,23
84,73
101,83
80,32
56,32
56,24
24,88
4,40
2,83
120,24
40,77
124,86
93,87
74,17
5,57
89,14
45,23
97,4
76,32
69,40
80,20
48,64
85,34
53,1
101,55
80,58
37,14
88,71
48,73
32,75
98,57
40,41
16,72
27,24
56,51
49,81
93,33
69,25
48,9
12,63
42,73
53,87
85,31
24,34
58,17
32,16
72,0
120,29
45,21
10,75
61,0
13,30
65,33
16,32
116,13
91,65
96,34
72,59
104,31
108,53
80,35
112,84
76,60
84,41
120,63
32,33
28,0
131,65
42,36
82,52
49,32
57,32
69,72
69,56
19,60
74,52
116,84
112,69
101,58
72,6
77,51
72,12
53,88
67,0
69,11
64,87
77,69
93,21
0,76
123,57
8,33
72,10
96,59
120,78
82,16
40,51
28,8
21,15
73,72
61,88
69,74
24,77
69,80
8,21
33,52
61,25
124,1
77,62
92,76
45,72
40,81
64,63
88,36
124,76
81,24
28,56
32,16
75,64
8,80
97,41
21,86
123,64
120,57
80,58
80,38
32,12
80,77
125,59
48,0
53,25
57,9
72,23
100,25
40,82
99,48
59,89
21,82
40,79
52,60
53,10
26,36
41,33
37,66
37,89
101,61
76,28
64,88
18,3
84,67
48,1
65,28
56,57
48,11
52,79
73,33
5,48
43,9
88,33
49,30
93,57
61,56
80,8
84,20
45,22
90,21
40,77
19,22
44,0
29,65
44,27
64,68
96,3
66,48
81,65
41,70
72,48
106,57
88,77
60,81
26,76
64,22
77,25
32,9
66,4
48,13
61,61
112,75
48,65
73,26
24,33
91,84
64,79
83,60
45,19
49,20
35,12
83,16
67,25
61,17
8,41
32,56
93,49
80,36
61,72
117,1
9,81
72,72
21,38
83,76
40,31
82,9
37,73
114,4
45,24
77,71
24,81
83,25
50,84
129,41
34,76
88,16
72,14
68,11
76,8
53,28
53,81
101,84
64,79
32,24
109,3
50,77
116,80
68,75
8,53
82,32
90,52
64,51
0,58
72,28
88,77
88,0
26,89
56,49
61,58
36,17
117,84
45,25
69,6
49,9
5,70
107,84
93,12
96,33
44,76
108,56
53,49
68,51
48,50
57,73
82,32
4,7
77,7
67,25
101,60
109,18
88,7
43,84
82,52
24,36
72,54
84,72
101,17
58,57
56,22
69,40
32,59
32,24
96,79
61,64
69,74
48,52
40,87
40,75
80,34
42,56
37,48
67,29
105,81
125,56
105,0
77,6
40,66
64,17
69,28
117,73
33,28
124,52
48,64
116,24
124,24
64,37
24,54
104,62
40,48
13,63
84,33
11,30
84,41
36,36
60,40
48,72
21,74
88,89
82,80
37,0
107,56
61,29
12,57
83,32
84,7
59,89
32,73
48,88
96,88
108,57
56,73
36,9
4,8
120,24
41,8
64,12
35,52
85,24
51,68
49,72
75,29
93,48
48,16
29,77
29,51
51,28
64,17
66,24
91,12
19,73
132,40
85,0
89,36
115,52
101,21
132,41
13,23
88,54
121,17
21,83
21,73
104,22
96,60
56,62
133,56
25,36
50,29
58,52
108,65
81,36
132,26
51,53
9,57
72,8
56,30
91,56
85,33
109,64
34,73
85,84
92,38
101,50
20,60
29,6
42,48
Writing this to a file.
