40,19
30,26
54,21
17,2
15,10
72,11
60,25
41,23
32,8
32,8
32,12
18,28
4,16
2,23
72,12
28,23
76,26
33,27
56,11
5,21
47,8
27,11
55,4
40,8
27,16
38,8
24,16
25,10
47,1
59,19
56,16
13,8
52,23
24,19
26,21
50,21
40,17
10,24
27,6
14,15
31,27
33,9
51,7
12,3
6,21
36,25
47,27
25,13
18,10
58,11
32,10
36,0
66,11
27,9
4,21
43,0
13,12
53,15
10,8
74,7
49,23
42,10
30,17
44,13
72,17
38,11
58,24
34,18
48,17
66,21
26,15
16,0
71,23
18,12
40,16
31,8
21,8
33,24
51,20
13,18
50,16
74,24
58,21
59,16
30,6
35,15
18,6
17,28
25,0
21,5
58,27
53,21
39,9
0,22
69,21
8,9
48,4
54,17
60,24
58,4
40,15
10,8
21,9
25,18
25,28
21,20
6,23
33,26
8,9
15,16
25,7
76,1
53,20
32,22
45,18
40,21
16,21
28,12
64,22
45,6
16,14
14,10
57,16
8,26
49,17
21,26
69,16
66,15
26,16
56,14
26,6
20,23
65,17
24,0
47,13
33,9
60,11
46,13
16,22
63,12
59,29
21,22
40,25
28,18
47,4
20,12
35,15
13,18
31,29
59,19
28,10
46,28
6,3
48,19
42,1
29,10
44,15
12,5
16,25
55,15
5,12
31,9
52,15
37,12
45,21
49,14
20,2
42,8
45,10
48,9
28,23
7,10
20,0
11,17
38,9
28,20
36,3
24,12
39,23
35,22
48,12
70,21
34,23
54,27
26,22
16,10
35,7
26,3
24,4
42,7
19,19
64,21
36,23
19,8
18,9
37,24
46,25
35,18
21,7
43,8
29,6
41,4
43,13
49,11
2,17
20,20
51,13
26,12
43,18
57,1
3,21
18,24
15,14
41,22
22,13
58,9
37,25
60,4
27,6
23,23
12,27
47,13
44,24
75,17
28,22
64,10
30,8
62,5
58,2
17,10
29,27
59,24
40,25
14,6
61,3
38,23
74,26
44,21
2,17
40,8
36,16
28,15
0,16
36,10
28,23
52,0
14,29
20,13
43,16
18,11
63,24
39,13
27,6
13,3
5,22
59,24
39,6
36,15
32,22
54,14
53,13
62,15
42,14
15,19
58,8
4,7
29,7
25,13
59,18
55,6
28,7
19,24
28,16
12,12
36,18
66,18
59,11
58,21
14,10
57,16
14,17
32,12
48,25
19,22
27,20
12,16
34,27
28,21
38,10
36,14
31,12
19,11
69,27
71,20
45,0
35,6
16,18
22,11
33,10
57,25
27,10
64,16
12,16
68,6
70,6
28,13
12,18
56,20
34,12
7,21
66,9
5,12
48,17
18,12
60,16
12,18
21,20
40,29
46,20
25,0
47,14
25,11
12,21
47,8
66,7
53,29
20,25
48,28
54,28
72,15
32,25
18,9
4,8
60,12
29,2
46,6
17,16
25,12
45,20
49,18
21,11
39,12
12,10
17,23
23,15
39,10
52,5
24,6
37,6
13,25
78,16
67,0
35,12
55,16
41,9
72,17
13,11
52,18
73,11
9,23
9,19
62,10
60,18
20,20
73,20
25,12
38,11
16,16
54,23
39,12
78,8
15,17
9,21
24,2
20,12
67,14
31,9
61,16
28,25
25,24
68,14
53,14
20,18
23,6
30,12
Writing this to a file.
