40,27
33,36
57,29
19,2
16,14
78,13
64,33
51,33
40,12
36,12
36,14
19,38
4,20
2,33
80,14
30,32
84,36
43,37
59,12
5,27
54,9
30,13
62,4
46,12
34,20
45,10
28,24
35,14
48,1
66,25
60,23
17,9
58,31
28,28
27,30
58,27
40,21
11,32
27,9
21,21
34,36
43,13
54,10
18,4
7,28
37,33
48,37
35,16
19,14
58,12
32,11
42,0
75,14
30,11
5,30
46,0
13,15
55,18
11,12
81,8
56,30
51,14
37,24
54,16
78,23
45,15
67,34
41,25
54,21
75,28
27,18
18,0
81,30
22,16
47,22
34,12
27,12
39,32
54,26
14,25
54,22
81,34
67,29
66,23
37,6
42,21
27,7
23,38
32,0
29,6
59,37
57,29
48,11
0,31
78,27
8,13
52,5
61,24
70,33
62,6
40,21
13,8
21,10
33,27
31,38
29,29
9,32
39,35
8,11
18,22
31,10
84,1
57,27
42,31
45,27
40,31
24,28
38,16
74,31
51,9
18,21
17,11
60,24
8,35
57,21
21,36
78,24
75,22
35,23
60,18
27,7
30,32
75,24
28,0
48,15
37,9
62,13
55,15
20,32
69,18
59,39
21,32
40,34
32,25
48,5
21,16
36,18
17,26
32,39
66,26
36,13
49,38
8,3
54,27
43,1
35,13
46,22
18,6
22,34
58,18
5,18
33,9
58,18
39,15
53,27
51,21
30,3
49,10
45,12
55,11
30,32
9,12
24,0
14,25
39,12
34,28
46,3
31,18
46,30
36,30
52,18
76,27
43,32
55,36
26,31
24,12
42,10
27,4
31,4
43,8
26,26
72,30
38,30
28,11
19,13
46,34
49,34
43,25
25,9
44,10
30,7
48,6
47,15
51,12
3,21
22,26
58,19
35,16
46,27
67,1
4,31
27,32
16,18
48,31
25,16
62,9
37,33
69,4
30,9
32,31
14,36
53,15
45,34
84,21
29,31
68,11
37,9
63,6
61,3
23,13
33,36
66,34
44,34
17,9
69,3
40,32
81,35
48,30
3,23
47,12
45,22
34,21
0,23
42,13
38,32
58,0
16,39
26,19
46,23
21,12
72,34
40,15
34,6
19,4
5,30
67,34
48,7
46,18
34,31
63,21
53,19
63,21
43,20
22,28
62,12
4,7
37,7
32,15
66,25
64,8
38,7
23,34
37,22
14,16
42,24
69,27
66,12
58,27
21,12
59,20
17,24
32,14
56,34
26,29
34,29
18,22
35,37
30,30
45,14
37,21
32,18
27,14
75,36
80,26
55,0
42,6
20,26
29,12
39,13
67,33
28,13
74,22
18,24
76,9
79,9
34,17
14,24
64,27
35,18
8,28
69,13
6,15
54,21
21,16
60,20
18,27
21,29
48,39
52,30
27,0
57,21
31,14
12,27
53,12
69,7
54,39
22,33
48,38
61,38
78,22
36,33
21,9
4,8
70,14
31,3
49,7
20,22
35,14
46,28
49,27
30,14
48,18
18,11
19,32
24,21
41,13
54,7
31,9
46,7
14,33
87,20
70,0
44,16
65,22
51,11
82,21
13,13
58,24
81,12
11,33
11,28
69,12
66,25
26,27
83,26
25,16
40,14
23,22
63,30
46,16
87,11
21,23
9,27
32,3
26,15
71,21
40,13
69,24
29,33
35,34
72,18
61,20
20,25
24,6
32,18
Writing this to a file.
